State,Season,Soil_Type,Crop,Rainfall_mm,Temperature_C,Humidity_pct,pH,Area_ha,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer,Irrigation,Yield_kg_ha
Madhya Pradesh,Rabi,Laterite,Cotton,1020.1,29.6,50.7,6.84,12.68,146.5,41.0,76.4,Organic,Flood,432.2
Karnataka,Kharif,Black,Barley,681.4,16.8,79.3,7.07,5.82,82.5,53.4,15.5,DAP,Rain-fed,3485.8
Rajasthan,Zaid,Sandy,Cotton,1036.3,33.8,57.0,7.6,4.87,96.7,77.9,14.3,Potash,Rain-fed,446.7
Rajasthan,Rabi,Red,Barley,322.1,20.7,51.7,7.38,16.31,42.6,24.6,53.3,DAP,Sprinkler,2487.8
Punjab,Rabi,Sandy,Rice,1418.4,29.1,76.4,7.61,3.17,96.8,34.3,10.4,NPK,Sprinkler,2095.6
Uttar Pradesh,Kharif,Alluvial,Wheat,716.4,20.0,73.5,5.85,6.18,61.5,16.5,59.5,DAP,Flood,5720.7
Andhra Pradesh,Rabi,Laterite,Soybean,994.2,27.6,46.0,7.31,16.12,43.4,48.2,68.4,Organic,Drip,1632.1
Rajasthan,Kharif,Loamy,Rice,1816.0,23.4,68.0,7.07,4.7,31.0,50.1,50.0,Organic,Sprinkler,5099.1
Madhya Pradesh,Kharif,Loamy,Barley,342.5,17.1,44.6,6.91,18.69,49.1,57.2,72.6,Compost,Drip,1851.4
Haryana,Zaid,Laterite,Barley,678.9,18.5,70.5,7.35,6.77,50.8,20.0,36.2,Organic,Drip,4328.1
Rajasthan,Kharif,Sandy,Rice,1403.5,30.4,80.2,7.53,13.52,88.3,67.5,13.1,Potash,Sprinkler,4449.4
Madhya Pradesh,Kharif,Black,Wheat,680.7,23.1,67.5,7.39,3.19,37.8,30.0,27.7,Urea,Rain-fed,4439.3
Rajasthan,Rabi,Black,Maize,527.2,18.5,74.7,6.78,18.09,71.8,15.8,30.3,Urea,Flood,3957.4
Haryana,Zaid,Loamy,Soybean,1196.6,21.7,48.1,6.47,8.5,28.0,36.2,24.5,Organic,Rain-fed,2546.5
Tamil Nadu,Kharif,Sandy,Cotton,894.3,33.2,85.7,8.22,2.69,141.1,20.2,30.4,Potash,Sprinkler,509.0
West Bengal,Kharif,Clay,Cotton,1198.0,31.8,85.7,7.35,14.09,75.5,12.8,77.5,Urea,Sprinkler,767.4
Uttar Pradesh,Kharif,Red,Mustard,588.4,19.3,54.9,6.78,5.15,20.5,60.4,39.8,Compost,Sprinkler,1199.0
Andhra Pradesh,Zaid,Clay,Wheat,348.5,19.5,52.2,6.14,8.48,20.1,23.8,23.2,Compost,Sprinkler,4855.1
Andhra Pradesh,Rabi,Sandy,Cotton,820.1,24.4,69.3,5.79,15.91,114.1,39.3,36.7,DAP,Drip,487.2
Punjab,Zaid,Alluvial,Sugarcane,2317.3,30.3,44.4,7.58,7.95,132.1,53.0,34.8,DAP,Flood,64498.1
Tamil Nadu,Zaid,Loamy,Rice,1114.0,32.9,44.3,8.35,12.26,71.7,66.7,69.8,DAP,Drip,5159.8
Karnataka,Rabi,Alluvial,Jowar,347.4,29.0,80.7,6.26,14.12,135.1,26.3,41.6,Potash,Flood,1098.5
Uttar Pradesh,Kharif,Sandy,Groundnut,653.4,32.3,93.3,7.93,15.15,70.6,62.6,37.1,Urea,Flood,2376.2
Maharashtra,Zaid,Red,Rice,1276.4,34.9,72.3,6.62,2.06,117.0,18.5,25.5,NPK,Rain-fed,3434.6
Maharashtra,Rabi,Laterite,Mustard,244.0,13.7,65.4,6.8,10.17,78.1,66.7,27.0,Compost,Rain-fed,2139.9
Punjab,Rabi,Loamy,Cotton,525.8,35.0,66.2,6.8,14.65,58.4,13.6,63.7,Potash,Sprinkler,567.9
Andhra Pradesh,Zaid,Clay,Soybean,769.4,25.8,62.7,7.2,11.1,39.1,58.9,20.2,DAP,Rain-fed,938.8
Punjab,Kharif,Loamy,Wheat,502.1,21.3,83.2,6.31,14.79,42.1,73.4,24.0,Potash,Flood,5819.3
Madhya Pradesh,Kharif,Clay,Sugarcane,1395.2,26.8,78.1,7.88,5.51,105.7,40.8,58.8,Potash,Drip,110402.2
Punjab,Kharif,Red,Cotton,878.5,29.2,61.6,6.34,4.94,25.6,62.1,44.0,NPK,Drip,631.4
Punjab,Rabi,Black,Rice,1774.4,34.6,80.3,6.25,7.69,34.9,68.5,54.8,NPK,Sprinkler,3137.8
Haryana,Zaid,Black,Groundnut,777.6,25.1,81.6,6.15,16.06,63.3,50.8,12.7,Urea,Flood,1773.8
Punjab,Zaid,Black,Maize,785.6,31.7,46.1,6.16,12.1,78.4,58.1,47.8,Compost,Flood,4080.1
Karnataka,Kharif,Red,Mustard,339.6,12.3,47.8,6.66,9.22,101.7,74.5,22.5,Organic,Rain-fed,1192.7
Haryana,Kharif,Loamy,Maize,1011.5,22.4,78.9,5.71,15.26,98.0,12.3,15.7,DAP,Drip,4959.3
Madhya Pradesh,Zaid,Black,Maize,1153.9,25.5,52.6,5.82,3.22,61.8,39.6,78.8,Potash,Flood,2143.3
Punjab,Kharif,Black,Rice,1359.2,32.3,50.8,8.47,6.31,85.2,35.2,19.8,DAP,Rain-fed,2423.3
Andhra Pradesh,Kharif,Clay,Sugarcane,1028.7,37.8,45.7,6.44,17.77,37.6,24.2,31.8,NPK,Drip,128357.1
Maharashtra,Rabi,Clay,Sugarcane,2120.6,32.6,48.2,8.1,6.38,88.4,69.5,75.2,Potash,Rain-fed,99121.4
Punjab,Rabi,Sandy,Wheat,567.5,17.3,86.7,7.94,4.06,85.7,58.6,22.1,Compost,Sprinkler,5500.1
Maharashtra,Rabi,Sandy,Mustard,360.3,11.1,73.6,6.72,9.11,38.0,37.5,59.0,NPK,Drip,1010.4
Tamil Nadu,Zaid,Red,Jowar,414.1,31.5,68.0,7.43,8.19,137.8,75.1,72.7,Urea,Drip,1132.4
Andhra Pradesh,Zaid,Sandy,Rice,1947.3,25.8,44.9,6.97,12.6,46.9,33.5,35.8,Organic,Drip,4049.0
Haryana,Rabi,Sandy,Jowar,307.8,32.0,92.8,7.42,12.53,31.5,61.1,52.1,Organic,Sprinkler,2078.2
Uttar Pradesh,Kharif,Laterite,Barley,603.7,17.5,72.0,5.83,9.45,23.6,14.0,14.7,Potash,Sprinkler,3089.7
Andhra Pradesh,Zaid,Sandy,Barley,626.6,18.3,70.7,6.59,13.01,123.3,26.1,21.1,Organic,Drip,4195.7
Andhra Pradesh,Rabi,Sandy,Cotton,520.7,27.8,86.7,6.01,14.26,122.1,27.2,61.6,Organic,Sprinkler,602.8
Madhya Pradesh,Kharif,Alluvial,Maize,531.7,23.1,41.0,7.33,16.69,48.7,52.6,67.3,Compost,Sprinkler,2787.2
Madhya Pradesh,Rabi,Clay,Soybean,1169.5,29.9,79.0,6.83,3.8,98.9,33.2,45.7,Organic,Sprinkler,1076.8
Tamil Nadu,Zaid,Loamy,Jowar,593.1,32.7,48.2,6.29,7.55,26.0,71.4,10.8,DAP,Rain-fed,1020.2
Haryana,Kharif,Loamy,Sugarcane,1423.0,34.1,50.6,7.63,1.7,30.5,74.0,44.4,Compost,Rain-fed,77840.9
Maharashtra,Kharif,Alluvial,Cotton,1114.7,24.4,69.9,7.93,13.14,69.5,51.3,70.9,Potash,Rain-fed,458.2
Haryana,Zaid,Sandy,Maize,854.9,28.8,72.5,8.41,3.56,43.7,18.6,14.2,Urea,Drip,1842.3
Punjab,Kharif,Red,Soybean,960.4,21.2,65.6,5.96,10.55,71.8,76.0,33.9,Potash,Sprinkler,1125.9
Karnataka,Zaid,Clay,Sugarcane,2320.0,25.4,53.4,8.01,9.67,58.3,64.2,71.6,Potash,Rain-fed,67233.3
Andhra Pradesh,Kharif,Laterite,Sugarcane,2112.7,37.0,69.8,7.34,9.86,118.2,38.1,34.0,Urea,Flood,96202.2
Andhra Pradesh,Kharif,Laterite,Mustard,380.5,14.7,41.3,7.51,16.98,26.0,79.1,28.5,Urea,Drip,1016.2
Tamil Nadu,Kharif,Clay,Sugarcane,1862.1,29.8,62.3,6.61,12.73,119.2,61.8,68.1,NPK,Rain-fed,118874.0
Karnataka,Zaid,Loamy,Mustard,324.6,10.3,90.4,6.28,2.5,99.9,26.2,48.9,Organic,Flood,1885.0
Punjab,Rabi,Alluvial,Sugarcane,2114.2,25.1,94.7,7.19,16.58,130.9,22.2,25.6,Potash,Rain-fed,81460.5
Uttar Pradesh,Kharif,Loamy,Groundnut,498.8,35.6,49.2,7.26,18.39,91.9,22.3,54.2,NPK,Rain-fed,1268.3
Rajasthan,Rabi,Alluvial,Jowar,425.0,31.2,84.5,8.22,16.37,73.1,33.2,12.0,Compost,Drip,1710.9
Maharashtra,Rabi,Red,Cotton,1070.8,26.3,55.1,7.89,3.88,143.8,35.6,36.3,Potash,Drip,841.5
Haryana,Kharif,Alluvial,Soybean,722.1,25.6,40.5,8.4,7.16,52.8,43.0,34.8,Organic,Rain-fed,1471.8
Andhra Pradesh,Zaid,Black,Mustard,451.6,13.2,65.5,5.77,19.93,111.1,38.5,48.3,Compost,Sprinkler,1875.4
Tamil Nadu,Zaid,Sandy,Maize,985.9,30.4,62.4,7.52,8.21,33.4,10.5,13.9,DAP,Drip,2828.8
West Bengal,Rabi,Loamy,Barley,210.5,10.2,66.5,7.46,4.19,139.0,64.3,32.7,Potash,Sprinkler,1677.1
Andhra Pradesh,Kharif,Clay,Groundnut,870.9,30.0,88.0,7.05,8.01,69.5,73.2,11.5,Compost,Rain-fed,1831.7
Rajasthan,Kharif,Alluvial,Soybean,1145.8,29.6,49.3,5.56,12.39,55.8,58.5,39.8,Organic,Sprinkler,1697.4
Punjab,Kharif,Clay,Barley,591.0,10.3,47.4,7.96,7.92,23.8,14.1,57.3,DAP,Flood,3849.0
Rajasthan,Kharif,Alluvial,Cotton,1175.1,36.1,45.4,7.77,17.84,124.7,79.4,19.4,Compost,Drip,1077.8
Tamil Nadu,Zaid,Alluvial,Cotton,757.8,36.2,90.8,5.85,6.7,55.3,25.3,13.5,DAP,Drip,757.0
Tamil Nadu,Rabi,Black,Cotton,1057.7,35.5,42.6,7.42,1.76,78.8,21.0,57.7,NPK,Drip,995.0
Tamil Nadu,Kharif,Alluvial,Barley,447.0,10.1,41.8,6.39,17.48,90.9,60.9,53.5,NPK,Flood,3736.8
West Bengal,Kharif,Laterite,Mustard,275.8,18.5,40.2,7.17,18.69,145.8,35.0,19.8,Urea,Rain-fed,1427.3
Punjab,Kharif,Loamy,Maize,875.7,18.3,68.9,8.17,6.93,81.9,28.9,60.1,Potash,Drip,6674.6
Andhra Pradesh,Rabi,Black,Groundnut,843.5,28.3,77.1,7.37,13.49,52.9,66.7,76.5,Urea,Sprinkler,1846.2
Uttar Pradesh,Kharif,Loamy,Jowar,421.1,32.3,86.5,7.52,17.06,124.6,73.8,50.1,Potash,Rain-fed,1688.8
Andhra Pradesh,Zaid,Sandy,Groundnut,819.7,32.4,63.4,6.74,9.14,136.0,70.8,79.9,NPK,Rain-fed,2055.4
Maharashtra,Zaid,Clay,Cotton,1130.8,35.3,87.8,5.69,17.0,69.5,14.0,57.4,Urea,Flood,538.6
West Bengal,Zaid,Red,Barley,655.9,19.6,59.2,7.8,8.09,147.5,37.1,69.2,Organic,Rain-fed,4160.9
West Bengal,Zaid,Alluvial,Sugarcane,2426.3,27.9,79.1,7.11,18.01,61.9,45.4,62.5,DAP,Rain-fed,73132.5
Haryana,Rabi,Red,Rice,1456.7,23.1,45.2,6.77,18.35,126.0,71.0,78.1,Compost,Flood,4096.9
Tamil Nadu,Rabi,Laterite,Cotton,980.7,37.9,72.2,7.86,14.76,76.7,20.4,12.9,Compost,Drip,415.4
West Bengal,Rabi,Black,Mustard,291.1,22.5,80.0,6.41,1.53,113.8,32.9,54.1,Organic,Drip,1844.0
West Bengal,Kharif,Sandy,Groundnut,552.6,24.7,79.3,5.54,6.66,107.2,61.2,66.8,Potash,Sprinkler,2162.4
Maharashtra,Kharif,Sandy,Wheat,570.4,23.5,51.2,6.38,14.02,43.2,15.8,71.7,Urea,Flood,5248.0
Punjab,Zaid,Red,Soybean,1077.9,29.2,55.7,5.84,1.78,41.4,74.0,35.8,NPK,Rain-fed,2041.8
Madhya Pradesh,Zaid,Red,Rice,1703.7,34.7,81.7,7.51,9.26,100.9,79.3,67.4,Potash,Rain-fed,2012.2
Haryana,Rabi,Alluvial,Maize,885.2,29.0,84.0,6.18,3.76,26.8,17.0,59.1,Urea,Sprinkler,3164.9
Haryana,Kharif,Red,Barley,246.8,13.6,82.6,7.85,4.95,116.3,32.3,17.3,Compost,Rain-fed,3150.6
Karnataka,Kharif,Alluvial,Wheat,407.5,18.3,45.3,6.37,13.36,92.9,18.4,24.8,NPK,Rain-fed,2875.4
Karnataka,Zaid,Black,Cotton,1006.0,35.3,45.4,5.93,6.48,59.7,38.6,31.1,Urea,Flood,366.9
Tamil Nadu,Zaid,Black,Mustard,405.7,11.3,62.8,7.39,15.75,107.3,20.4,34.2,NPK,Flood,886.9
Tamil Nadu,Rabi,Loamy,Groundnut,875.3,23.9,66.2,8.07,11.26,146.7,68.0,19.2,Organic,Flood,2221.7
Punjab,Zaid,Clay,Mustard,533.8,19.2,48.1,7.74,12.9,42.2,70.9,39.4,Compost,Rain-fed,1487.6
Karnataka,Rabi,Laterite,Jowar,833.0,28.7,60.0,8.08,9.63,119.4,37.6,55.5,Potash,Rain-fed,2308.4
Punjab,Zaid,Sandy,Maize,984.7,28.9,88.8,6.19,2.16,105.5,35.8,48.4,Potash,Drip,5698.7
Karnataka,Rabi,Clay,Rice,1327.2,34.5,61.1,7.13,12.45,141.0,18.4,12.1,Urea,Flood,3138.5
Karnataka,Kharif,Sandy,Rice,1194.4,33.6,65.3,7.56,13.1,33.1,33.5,43.7,Organic,Flood,4362.6
Tamil Nadu,Rabi,Alluvial,Cotton,1138.9,31.7,81.4,7.65,3.49,102.6,19.5,43.2,Urea,Rain-fed,511.1
Uttar Pradesh,Rabi,Loamy,Groundnut,429.2,25.1,71.1,5.53,4.49,55.9,44.9,31.8,Potash,Drip,2829.4
Andhra Pradesh,Zaid,Laterite,Sugarcane,1335.9,30.4,54.3,6.43,13.91,68.7,55.8,21.4,DAP,Sprinkler,65485.7
Maharashtra,Rabi,Red,Maize,715.1,23.2,93.2,8.35,19.68,21.6,12.0,22.0,Urea,Drip,2988.1
Uttar Pradesh,Kharif,Laterite,Barley,485.6,9.2,63.9,5.78,14.67,123.3,21.5,47.8,Organic,Sprinkler,2733.4
Andhra Pradesh,Zaid,Red,Barley,503.4,14.3,50.1,7.52,18.35,137.1,45.4,32.2,Potash,Flood,3595.9
Karnataka,Rabi,Sandy,Wheat,328.6,17.8,81.3,5.74,19.03,80.9,45.0,19.0,NPK,Drip,5444.7
Maharashtra,Kharif,Alluvial,Sugarcane,1473.4,36.9,60.5,6.23,10.59,76.7,40.3,73.4,NPK,Drip,114460.1
Punjab,Zaid,Laterite,Soybean,818.6,26.3,78.7,8.48,13.35,23.6,66.7,31.0,Potash,Flood,1084.1
Rajasthan,Zaid,Loamy,Wheat,504.2,19.1,43.6,6.7,13.49,75.3,24.0,67.2,Potash,Rain-fed,4660.1
Maharashtra,Rabi,Clay,Cotton,939.3,34.3,48.7,7.51,5.13,124.1,44.2,66.4,Organic,Drip,632.2
Maharashtra,Kharif,Red,Rice,1832.7,28.0,57.2,8.21,4.96,87.5,57.1,13.1,DAP,Drip,2817.2
Uttar Pradesh,Zaid,Loamy,Maize,1153.7,20.7,56.1,7.69,15.71,84.8,53.1,33.4,Compost,Drip,4626.9
Madhya Pradesh,Rabi,Red,Mustard,254.3,12.7,67.9,6.97,7.56,34.5,51.3,57.7,Urea,Flood,1868.8
Karnataka,Kharif,Alluvial,Maize,581.8,23.2,59.8,6.7,17.83,132.7,53.9,51.5,NPK,Drip,2046.7
Haryana,Kharif,Alluvial,Maize,821.5,19.9,86.7,6.39,13.01,82.4,28.8,36.7,Potash,Sprinkler,3105.9
Karnataka,Zaid,Sandy,Sugarcane,1236.4,27.3,80.6,8.28,1.64,110.9,29.6,33.4,Potash,Sprinkler,93975.7
Punjab,Zaid,Clay,Sugarcane,1682.4,24.1,90.8,6.12,12.29,120.6,52.4,44.6,DAP,Drip,136598.5
Karnataka,Kharif,Laterite,Jowar,625.9,26.0,92.8,7.7,2.66,114.4,74.1,31.3,Compost,Sprinkler,2055.9
Rajasthan,Rabi,Clay,Maize,1023.3,25.2,84.2,6.96,7.94,83.7,27.2,45.5,Potash,Rain-fed,2480.5
Uttar Pradesh,Kharif,Sandy,Rice,1830.6,24.7,49.7,6.8,12.6,72.6,20.8,47.9,Potash,Drip,5054.0
Punjab,Rabi,Black,Barley,261.4,15.6,93.6,8.4,7.29,79.2,69.6,25.1,DAP,Rain-fed,2990.1
Tamil Nadu,Kharif,Sandy,Groundnut,873.5,31.6,79.7,7.35,2.29,34.1,60.7,19.9,Organic,Flood,1822.6
Karnataka,Kharif,Loamy,Maize,979.3,25.2,58.7,5.51,11.32,116.9,41.2,57.5,NPK,Sprinkler,5427.2
Madhya Pradesh,Kharif,Clay,Rice,949.6,27.0,93.2,6.88,16.58,145.8,66.8,15.4,DAP,Sprinkler,4776.0
West Bengal,Zaid,Loamy,Jowar,502.3,31.9,81.2,7.23,16.75,41.0,62.5,27.1,Compost,Drip,930.7
Maharashtra,Rabi,Alluvial,Cotton,936.1,29.1,65.0,6.33,18.37,85.4,33.0,56.4,Urea,Sprinkler,1014.4
Maharashtra,Zaid,Loamy,Mustard,223.4,23.3,87.2,7.07,15.55,137.9,51.3,61.7,Organic,Flood,752.1
Madhya Pradesh,Rabi,Sandy,Wheat,416.0,22.4,58.6,7.6,16.95,122.7,76.7,74.2,Compost,Sprinkler,2264.0
Tamil Nadu,Zaid,Clay,Sugarcane,2206.8,35.5,58.4,5.59,2.91,126.4,64.2,26.5,Compost,Rain-fed,64434.9
Maharashtra,Kharif,Alluvial,Cotton,916.4,34.4,44.9,6.91,2.97,44.8,27.9,29.3,DAP,Sprinkler,829.1
Uttar Pradesh,Kharif,Loamy,Cotton,1190.1,26.1,42.1,6.97,11.7,84.0,16.0,28.3,Potash,Sprinkler,409.5
Maharashtra,Zaid,Alluvial,Barley,253.1,21.4,49.6,7.48,9.47,54.4,14.7,46.4,Urea,Sprinkler,2519.7
Karnataka,Rabi,Alluvial,Sugarcane,1812.2,36.7,53.7,8.32,19.1,93.3,55.3,70.9,Organic,Flood,109303.2
Karnataka,Kharif,Red,Sugarcane,1046.5,27.8,53.4,7.29,15.98,113.3,27.6,76.3,Compost,Drip,105855.6
Maharashtra,Zaid,Black,Wheat,324.8,20.4,45.1,6.81,0.95,110.9,16.3,72.2,DAP,Flood,5751.5
Haryana,Zaid,Loamy,Maize,927.8,27.3,40.3,6.73,12.78,128.8,60.2,34.5,DAP,Flood,5618.1
Maharashtra,Zaid,Loamy,Barley,456.8,16.2,75.5,7.23,2.72,83.9,64.8,44.6,Compost,Rain-fed,1690.8
Rajasthan,Rabi,Laterite,Jowar,563.3,32.7,53.7,6.9,11.49,103.7,58.6,44.4,Compost,Flood,1471.1
Madhya Pradesh,Rabi,Clay,Maize,715.5,30.6,71.6,6.08,12.1,38.0,67.2,48.9,Urea,Flood,1789.6
Andhra Pradesh,Rabi,Loamy,Wheat,359.4,20.7,86.6,8.23,18.3,79.3,10.0,45.5,Compost,Drip,5913.7
West Bengal,Zaid,Loamy,Soybean,696.2,22.4,89.3,7.57,5.55,75.8,67.0,37.2,Potash,Drip,2444.1
Andhra Pradesh,Zaid,Loamy,Mustard,256.4,19.1,49.4,5.57,4.63,82.6,45.1,27.3,Organic,Rain-fed,1514.8
Andhra Pradesh,Rabi,Loamy,Soybean,986.4,27.1,55.5,7.07,7.33,52.1,38.6,56.2,DAP,Flood,1498.2
West Bengal,Rabi,Alluvial,Groundnut,615.0,23.4,41.2,8.27,16.3,132.5,66.2,55.3,Organic,Flood,2474.3
Rajasthan,Kharif,Red,Wheat,282.5,11.1,58.0,5.72,17.78,101.9,55.1,29.7,Potash,Rain-fed,4865.8
Haryana,Zaid,Red,Mustard,203.7,13.2,45.7,8.19,11.92,65.0,57.4,24.3,Potash,Rain-fed,1510.9
Maharashtra,Kharif,Clay,Cotton,733.7,27.2,71.1,8.28,1.0,62.9,22.6,45.7,DAP,Drip,780.1
Tamil Nadu,Rabi,Sandy,Sugarcane,2472.3,37.2,40.4,7.72,5.8,147.5,12.8,49.7,Compost,Sprinkler,97290.6
Maharashtra,Rabi,Loamy,Soybean,1105.9,29.0,43.7,6.07,8.51,41.7,41.2,33.8,NPK,Flood,1829.4
Punjab,Kharif,Black,Rice,1435.7,27.1,79.7,7.47,3.72,80.3,37.6,74.4,NPK,Sprinkler,4120.5
Haryana,Kharif,Alluvial,Groundnut,484.7,23.0,52.2,7.23,5.67,99.0,17.6,55.9,Potash,Rain-fed,2548.4
Andhra Pradesh,Rabi,Laterite,Soybean,859.4,29.3,59.5,5.59,19.64,85.1,36.9,47.8,Potash,Rain-fed,1476.3
Maharashtra,Zaid,Loamy,Sugarcane,2118.8,31.0,83.4,7.97,13.73,113.5,72.8,20.5,DAP,Sprinkler,74327.8
Haryana,Kharif,Sandy,Jowar,478.6,31.4,91.8,7.05,10.69,54.9,36.8,48.7,Organic,Rain-fed,2347.6
Maharashtra,Zaid,Clay,Wheat,740.8,16.9,79.2,6.46,14.13,144.6,28.6,30.8,Urea,Flood,3142.4
Punjab,Kharif,Red,Wheat,587.3,11.0,46.7,7.91,15.79,69.9,14.8,65.4,Potash,Rain-fed,4530.6
Maharashtra,Kharif,Red,Soybean,710.7,23.7,79.3,7.13,16.66,137.4,79.9,74.4,DAP,Drip,2826.0
West Bengal,Zaid,Alluvial,Wheat,259.9,19.6,79.2,8.46,11.06,108.9,78.6,22.4,Organic,Flood,2941.9
Andhra Pradesh,Zaid,Clay,Cotton,735.9,35.8,82.6,5.57,10.77,91.6,60.3,18.5,NPK,Flood,819.5
Madhya Pradesh,Rabi,Sandy,Soybean,1086.9,25.3,74.4,5.98,4.52,117.9,77.3,30.7,DAP,Drip,1102.1
Rajasthan,Rabi,Alluvial,Wheat,549.1,20.6,92.2,5.6,19.52,128.8,61.6,65.5,Potash,Rain-fed,3062.4
Rajasthan,Zaid,Alluvial,Mustard,414.8,18.8,43.5,8.36,12.45,72.9,32.4,42.4,Urea,Rain-fed,933.2
Maharashtra,Zaid,Alluvial,Groundnut,421.2,31.1,94.8,6.02,3.34,134.7,12.3,62.6,Potash,Drip,2169.1
Uttar Pradesh,Kharif,Clay,Maize,846.2,31.9,85.9,6.76,8.72,25.9,38.6,39.2,Organic,Drip,7685.6
Karnataka,Zaid,Clay,Rice,1747.0,30.3,83.5,6.2,19.61,42.0,45.0,60.8,Compost,Sprinkler,2303.5
Tamil Nadu,Rabi,Alluvial,Rice,1538.6,26.3,79.6,8.49,5.56,91.7,31.9,21.2,Urea,Sprinkler,4946.3
Rajasthan,Zaid,Loamy,Sugarcane,2093.3,37.7,93.5,5.52,19.72,149.5,43.4,77.5,NPK,Rain-fed,85383.5
Rajasthan,Kharif,Sandy,Groundnut,442.8,30.9,70.0,5.73,6.08,108.0,61.5,27.0,Urea,Drip,1782.0
Uttar Pradesh,Kharif,Clay,Jowar,645.8,28.3,59.2,7.32,19.06,41.2,47.4,30.0,Organic,Flood,1359.3
Punjab,Kharif,Sandy,Sugarcane,1045.8,25.3,82.1,6.19,6.17,138.4,21.8,14.5,Urea,Rain-fed,81617.9
Madhya Pradesh,Kharif,Alluvial,Cotton,737.8,28.1,84.7,6.16,3.45,80.3,27.3,45.8,NPK,Rain-fed,639.0
West Bengal,Rabi,Loamy,Barley,490.5,12.0,40.7,8.2,11.14,134.8,41.1,45.5,Urea,Rain-fed,2659.5
Madhya Pradesh,Rabi,Alluvial,Barley,645.8,19.3,62.1,7.2,5.01,51.6,42.3,43.5,DAP,Drip,2531.0
Maharashtra,Kharif,Loamy,Mustard,316.7,17.1,42.9,7.03,7.68,74.9,29.9,73.3,Organic,Rain-fed,1012.8
Rajasthan,Zaid,Laterite,Wheat,315.4,11.9,40.4,6.83,7.7,142.0,16.0,32.9,DAP,Flood,4075.2
Rajasthan,Kharif,Sandy,Jowar,518.3,33.4,88.7,7.04,11.83,48.7,26.5,40.2,Compost,Sprinkler,2323.8
Uttar Pradesh,Rabi,Alluvial,Wheat,442.0,18.7,59.3,7.55,11.69,132.6,14.2,60.8,Urea,Drip,3512.0
Rajasthan,Kharif,Laterite,Jowar,729.8,29.9,79.0,8.17,5.99,100.9,77.7,36.0,Organic,Drip,1074.8
Madhya Pradesh,Zaid,Black,Barley,276.1,8.6,77.0,8.49,3.21,146.3,22.5,45.8,DAP,Drip,2222.0
Tamil Nadu,Rabi,Laterite,Wheat,740.8,21.4,53.3,8.17,18.33,105.3,21.6,40.4,Organic,Sprinkler,4075.3
Karnataka,Rabi,Clay,Rice,1419.6,26.6,79.6,7.15,5.75,96.7,57.7,57.8,Potash,Sprinkler,4432.6
Madhya Pradesh,Rabi,Red,Rice,1142.3,30.7,52.1,7.58,4.43,100.3,46.3,63.3,Potash,Rain-fed,4787.5
Rajasthan,Rabi,Red,Barley,575.6,11.9,45.8,6.08,19.98,99.4,39.4,72.0,Organic,Sprinkler,3718.1
West Bengal,Rabi,Laterite,Jowar,379.6,31.6,67.3,7.58,1.85,63.9,34.6,18.3,NPK,Rain-fed,1102.2
Rajasthan,Rabi,Clay,Wheat,318.5,16.8,72.5,6.95,19.57,79.1,64.3,23.5,Urea,Sprinkler,3955.4
West Bengal,Kharif,Black,Jowar,362.4,22.7,44.9,6.22,17.81,44.9,60.1,32.3,Compost,Flood,1372.0
Madhya Pradesh,Kharif,Clay,Maize,615.0,19.0,85.9,7.22,3.53,121.4,75.8,56.4,NPK,Flood,4688.3
Maharashtra,Zaid,Sandy,Sugarcane,1537.9,36.5,72.9,5.66,2.03,68.2,62.2,22.1,DAP,Sprinkler,104377.1
West Bengal,Rabi,Loamy,Barley,281.6,14.4,84.5,6.06,6.15,139.8,49.6,61.0,Organic,Rain-fed,3138.9
Madhya Pradesh,Zaid,Sandy,Groundnut,855.6,29.1,59.9,6.33,19.62,61.2,31.4,17.2,NPK,Rain-fed,2876.4
Uttar Pradesh,Rabi,Alluvial,Cotton,1083.5,31.3,53.3,7.1,13.85,111.9,36.1,67.5,NPK,Flood,557.8
Madhya Pradesh,Rabi,Loamy,Groundnut,789.6,28.9,66.2,5.87,3.82,132.8,57.2,56.5,Compost,Sprinkler,1875.5
Punjab,Rabi,Laterite,Soybean,628.1,23.1,86.5,6.28,12.52,32.5,45.2,41.9,Urea,Rain-fed,1538.2
Punjab,Rabi,Laterite,Mustard,352.3,10.9,93.5,8.34,7.79,24.7,56.3,28.6,Urea,Rain-fed,792.9
Madhya Pradesh,Rabi,Black,Groundnut,709.6,35.7,73.1,7.99,12.2,86.5,37.2,42.0,Organic,Sprinkler,2696.9
Haryana,Kharif,Clay,Cotton,517.0,35.2,65.6,7.56,6.92,55.0,59.0,18.9,NPK,Sprinkler,371.2
Uttar Pradesh,Kharif,Clay,Rice,1091.9,25.1,69.1,7.58,14.37,71.8,15.7,46.9,Urea,Drip,5481.6
Madhya Pradesh,Zaid,Sandy,Mustard,478.5,22.6,75.0,8.39,3.58,96.1,51.0,44.6,Compost,Rain-fed,1024.1
Rajasthan,Rabi,Sandy,Sugarcane,2072.2,37.7,64.0,5.51,10.1,27.3,73.8,32.6,DAP,Drip,89791.7
Rajasthan,Zaid,Clay,Barley,555.0,15.3,77.7,8.22,12.35,94.4,24.1,58.2,Urea,Rain-fed,2163.9
Punjab,Rabi,Laterite,Mustard,557.3,18.6,48.6,7.07,12.13,117.4,24.2,70.4,NPK,Drip,1484.1
